n,koff
130.,7.6923076923076925
131.,7.633587786259542
132.,7.575757575757576
133.,7.518796992481203
134.,7.462686567164179
135.,7.407407407407407
136.,7.352941176470588
137.,7.299270072992701
138.,7.246376811594203
139.,7.194244604316546
140.,7.142857142857143
141.,7.092198581560283
142.,7.042253521126761
143.,6.993006993006993
144.,6.944444444444445
145.,6.896551724137931
146.,6.8493150684931505
147.,6.802721088435374
148.,6.756756756756757
149.,6.7114093959731544
150.,6.666666666666667
151.,6.622516556291391
152.,6.578947368421052
153.,6.5359477124183005
154.,6.4935064935064934
155.,6.451612903225806
156.,6.410256410256411
157.,6.369426751592357
158.,6.329113924050633
159.,6.289308176100629
160.,6.25
161.,6.211180124223603
162.,6.172839506172839
163.,6.134969325153374
164.,6.097560975609756
165.,6.0606060606060606
166.,6.024096385542169
167.,5.9880239520958085
168.,5.9523809523809526
169.,5.9171597633136095
170.,5.882352941176471
171.,5.847953216374269
172.,5.813953488372093
173.,5.780346820809249
174.,5.747126436781609
175.,5.714285714285714
176.,5.681818181818182
177.,5.649717514124294
178.,5.617977528089888
179.,5.58659217877095
180.,5.555555555555555
181.,5.524861878453039
182.,5.4945054945054945
183.,5.46448087431694
184.,5.434782608695652
185.,5.405405405405405
186.,5.376344086021505
187.,5.347593582887701
188.,5.319148936170213
189.,5.291005291005291
190.,5.2631578947368425
191.,5.2356020942408374
192.,5.208333333333333
193.,5.181347150259067
194.,5.154639175257732
195.,5.128205128205129
196.,5.1020408163265305
197.,5.0761421319796955
198.,5.05050505050505
199.,5.025125628140704
200.,5.
201.,4.975124378109452
202.,4.9504950495049505
203.,4.926108374384237
204.,4.901960784313726
205.,4.878048780487805
206.,4.854368932038835
207.,4.830917874396135
208.,4.8076923076923075
209.,4.784688995215311
210.,4.761904761904762
211.,4.739336492890995
212.,4.716981132075472
213.,4.694835680751174
214.,4.672897196261682
215.,4.651162790697675
216.,4.62962962962963
217.,4.608294930875576
218.,4.587155963302752
219.,4.566210045662101
220.,4.545454545454546
221.,4.524886877828054
222.,4.504504504504505
223.,4.484304932735426
224.,4.464285714285714
225.,4.444444444444445
226.,4.424778761061947
227.,4.405286343612334
228.,4.385964912280702
229.,4.366812227074236
230.,4.3478260869565215
231.,4.329004329004329
232.,4.310344827586207
233.,4.291845493562231
234.,4.273504273504273
235.,4.25531914893617
236.,4.237288135593221
237.,4.219409282700422
238.,4.201680672268908
239.,4.184100418410042
240.,4.166666666666667
241.,4.149377593360996
242.,4.132231404958677
243.,4.11522633744856
244.,4.098360655737705
245.,4.081632653061225
246.,4.065040650406504
247.,4.048582995951417
248.,4.032258064516129
249.,4.016064257028113
250.,4.
251.,3.9840637450199203
252.,3.9682539682539684
253.,3.952569169960474
254.,3.937007874015748
255.,3.9215686274509802
256.,3.90625
257.,3.8910505836575875
258.,3.875968992248062
259.,3.861003861003861
260.,3.8461538461538463
261.,3.8314176245210727
262.,3.816793893129771
263.,3.802281368821293
264.,3.787878787878788
265.,3.7735849056603774
266.,3.7593984962406015
267.,3.745318352059925
268.,3.7313432835820897
269.,3.717472118959108
270.,3.7037037037037037
271.,3.690036900369004
272.,3.676470588235294
273.,3.663003663003663
274.,3.6496350364963503
275.,3.6363636363636362
276.,3.6231884057971016
277.,3.6101083032490973
278.,3.597122302158273
279.,3.5842293906810037
280.,3.5714285714285716
281.,3.5587188612099645
282.,3.5460992907801416
283.,3.5335689045936394
284.,3.5211267605633805
285.,3.508771929824561
286.,3.4965034965034967
287.,3.484320557491289
288.,3.4722222222222223
289.,3.4602076124567476
290.,3.4482758620689653
291.,3.4364261168384878
292.,3.4246575342465753
293.,3.4129692832764507
294.,3.401360544217687
295.,3.389830508474576
296.,3.3783783783783785
297.,3.367003367003367
298.,3.3557046979865772
299.,3.3444816053511706
300.,3.3333333333333335
301.,3.3222591362126246
302.,3.3112582781456954
303.,3.3003300330033003
304.,3.289473684210526
305.,3.278688524590164
306.,3.2679738562091503
307.,3.257328990228013
308.,3.2467532467532467
309.,3.236245954692557
310.,3.225806451612903
311.,3.215434083601286
312.,3.2051282051282053
313.,3.194888178913738
314.,3.1847133757961785
315.,3.1746031746031744
316.,3.1645569620253164
317.,3.1545741324921135
318.,3.1446540880503147
319.,3.134796238244514
320.,3.125
321.,3.115264797507788
322.,3.1055900621118013
323.,3.0959752321981426
324.,3.0864197530864197
325.,3.076923076923077
326.,3.067484662576687
327.,3.058103975535168
328.,3.048780487804878
329.,3.0395136778115504
330.,3.0303030303030303
331.,3.0211480362537766
332.,3.0120481927710845
333.,3.003003003003003
334.,2.9940119760479043
335.,2.985074626865672
336.,2.9761904761904763
337.,2.9673590504451037
338.,2.9585798816568047
339.,2.949852507374631
340.,2.9411764705882355
341.,2.932551319648094
342.,2.9239766081871346
343.,2.9154518950437316
344.,2.9069767441860463
345.,2.898550724637681
346.,2.8901734104046244
347.,2.881844380403458
348.,2.8735632183908044
349.,2.865329512893983
350.,2.857142857142857
351.,2.849002849002849
352.,2.840909090909091
353.,2.8328611898016995
354.,2.824858757062147
355.,2.816901408450704
356.,2.808988764044944
357.,2.8011204481792715
358.,2.793296089385475
359.,2.785515320334262
360.,2.7777777777777777
361.,2.770083102493075
362.,2.7624309392265194
363.,2.7548209366391183
364.,2.7472527472527473
365.,2.73972602739726
366.,2.73224043715847
367.,2.7247956403269753
368.,2.717391304347826
369.,2.710027100271003
370.,2.7027027027027026
371.,2.6954177897574123
372.,2.6881720430107525
373.,2.680965147453083
374.,2.6737967914438503
375.,2.6666666666666665
376.,2.6595744680851063
377.,2.6525198938992043
378.,2.6455026455026456
379.,2.638522427440633
380.,2.6315789473684212
381.,2.6246719160104988
382.,2.6178010471204187
383.,2.6109660574412534
384.,2.6041666666666665
385.,2.5974025974025974
386.,2.5906735751295336
387.,2.5839793281653747
388.,2.577319587628866
389.,2.570694087403599
390.,2.5641025641025643
391.,2.557544757033248
392.,2.5510204081632653
393.,2.544529262086514
394.,2.5380710659898478
395.,2.5316455696202533
396.,2.525252525252525
397.,2.5188916876574305
398.,2.512562814070352
399.,2.506265664160401
400.,2.5
401.,2.493765586034913
402.,2.487562189054726
403.,2.4813895781637716
404.,2.4752475247524752
405.,2.4691358024691357
406.,2.4630541871921183
407.,2.457002457002457
408.,2.450980392156863
409.,2.444987775061125
410.,2.4390243902439024
411.,2.4330900243309004
412.,2.4271844660194173
413.,2.4213075060532687
414.,2.4154589371980677
415.,2.4096385542168677
416.,2.4038461538461537
417.,2.3980815347721824
418.,2.3923444976076556
419.,2.386634844868735
420.,2.380952380952381
421.,2.375296912114014
422.,2.3696682464454977
423.,2.3640661938534278
424.,2.358490566037736
425.,2.3529411764705883
426.,2.347417840375587
427.,2.34192037470726
428.,2.336448598130841
429.,2.331002331002331
430.,2.3255813953488373
431.,2.320185614849188
432.,2.314814814814815
433.,2.3094688221709005
434.,2.304147465437788
435.,2.2988505747126435
436.,2.293577981651376
437.,2.288329519450801
438.,2.2831050228310503
439.,2.277904328018223
440.,2.272727272727273
441.,2.2675736961451247
442.,2.262443438914027
443.,2.2573363431151243
444.,2.2522522522522523
445.,2.247191011235955
446.,2.242152466367713
447.,2.237136465324385
448.,2.232142857142857
449.,2.2271714922048997
450.,2.2222222222222223
451.,2.2172949002217295
452.,2.2123893805309733
453.,2.207505518763797
454.,2.202643171806167
455.,2.197802197802198
456.,2.192982456140351
457.,2.1881838074398248
458.,2.183406113537118
459.,2.178649237472767
460.,2.1739130434782608
461.,2.1691973969631237
462.,2.1645021645021645
463.,2.159827213822894
464.,2.1551724137931036
465.,2.150537634408602
466.,2.1459227467811157
467.,2.1413276231263385
468.,2.1367521367521367
469.,2.1321961620469083
470.,2.127659574468085
471.,2.1231422505307855
472.,2.1186440677966103
473.,2.1141649048625792
474.,2.109704641350211
475.,2.1052631578947367
476.,2.100840336134454
477.,2.0964360587002098
478.,2.092050209205021
479.,2.0876826722338206
480.,2.0833333333333335
481.,2.079002079002079
482.,2.074688796680498
483.,2.070393374741201
484.,2.0661157024793386
485.,2.0618556701030926
486.,2.05761316872428
487.,2.0533880903490758
488.,2.0491803278688523
489.,2.044989775051125
490.,2.0408163265306123
491.,2.0366598778004072
492.,2.032520325203252
493.,2.028397565922921
494.,2.0242914979757085
495.,2.0202020202020203
496.,2.0161290322580645
497.,2.0120724346076457
498.,2.0080321285140563
499.,2.004008016032064
500.,2.
501.,1.996007984031936
502.,1.9920318725099602
503.,1.9880715705765408
504.,1.9841269841269842
505.,1.9801980198019802
506.,1.976284584980237
507.,1.9723865877712032
508.,1.968503937007874
509.,1.9646365422396856
510.,1.9607843137254901
511.,1.9569471624266144
512.,1.953125
513.,1.949317738791423
514.,1.9455252918287937
515.,1.941747572815534
516.,1.937984496124031
517.,1.9342359767891684
518.,1.9305019305019304
519.,1.9267822736030829
520.,1.9230769230769231
521.,1.9193857965451055
522.,1.9157088122605364
523.,1.9120458891013383
524.,1.9083969465648856
525.,1.9047619047619047
526.,1.9011406844106464
527.,1.8975332068311195
528.,1.893939393939394
529.,1.890359168241966
530.,1.8867924528301887
531.,1.8832391713747645
532.,1.8796992481203008
533.,1.876172607879925
534.,1.8726591760299625
535.,1.8691588785046729
536.,1.8656716417910448
537.,1.86219739292365
538.,1.858736059479554
539.,1.8552875695732838
540.,1.8518518518518519
541.,1.8484288354898337
542.,1.845018450184502
543.,1.8416206261510129
544.,1.838235294117647
545.,1.834862385321101
546.,1.8315018315018314
547.,1.8281535648994516
548.,1.8248175182481752
549.,1.8214936247723132
550.,1.8181818181818181
551.,1.8148820326678765
552.,1.8115942028985508
553.,1.8083182640144666
554.,1.8050541516245486
555.,1.8018018018018018
556.,1.7985611510791366
557.,1.7953321364452424
558.,1.7921146953405018
559.,1.7889087656529516
560.,1.7857142857142858
561.,1.7825311942959001
562.,1.7793594306049823
563.,1.7761989342806395
564.,1.7730496453900708
565.,1.7699115044247788
566.,1.7667844522968197
567.,1.763668430335097
568.,1.7605633802816902
569.,1.757469244288225
570.,1.7543859649122806
571.,1.7513134851138354
572.,1.7482517482517483
573.,1.7452006980802792
574.,1.7421602787456445
575.,1.7391304347826086
576.,1.7361111111111112
577.,1.733102253032929
578.,1.7301038062283738
579.,1.7271157167530224
580.,1.7241379310344827
581.,1.721170395869191
582.,1.7182130584192439
583.,1.7152658662092624
584.,1.7123287671232876
585.,1.7094017094017093
586.,1.7064846416382253
587.,1.7035775127768313
588.,1.7006802721088434
589.,1.697792869269949
590.,1.694915254237288
591.,1.6920473773265652
592.,1.6891891891891893
593.,1.6863406408094435
594.,1.6835016835016836
595.,1.680672268907563
596.,1.6778523489932886
597.,1.6750418760469012
598.,1.6722408026755853
599.,1.669449081803005
600.,1.6666666666666667
601.,1.663893510815308
602.,1.6611295681063123
603.,1.658374792703151
604.,1.6556291390728477
605.,1.6528925619834711
606.,1.6501650165016502
607.,1.6474464579901154
608.,1.644736842105263
609.,1.6420361247947455
610.,1.639344262295082
611.,1.6366612111292962
612.,1.6339869281045751
613.,1.6313213703099512
614.,1.6286644951140066
615.,1.6260162601626016
616.,1.6233766233766234
617.,1.6207455429497568
618.,1.6181229773462784
619.,1.615508885298869
620.,1.6129032258064515
621.,1.6103059581320451
622.,1.607717041800643
623.,1.6051364365971108
624.,1.6025641025641026
625.,1.6
626.,1.597444089456869
627.,1.594896331738437
628.,1.5923566878980893
629.,1.589825119236884
630.,1.5873015873015872
631.,1.5847860538827259
632.,1.5822784810126582
633.,1.5797788309636651
634.,1.5772870662460567
635.,1.5748031496062993
636.,1.5723270440251573
637.,1.5698587127158556
638.,1.567398119122257
639.,1.5649452269170578
640.,1.5625
641.,1.5600624024960998
642.,1.557632398753894
643.,1.5552099533437014
644.,1.5527950310559007
645.,1.550387596899225
646.,1.5479876160990713
647.,1.545595054095827
648.,1.5432098765432098
649.,1.5408320493066257
650.,1.5384615384615385
651.,1.5360983102918586
652.,1.5337423312883436
653.,1.5313935681470139
654.,1.529051987767584
655.,1.5267175572519085
656.,1.524390243902439
657.,1.5220700152207
658.,1.5197568389057752
659.,1.5174506828528074
660.,1.5151515151515151
661.,1.51285930408472
662.,1.5105740181268883
663.,1.5082956259426847
664.,1.5060240963855422
665.,1.5037593984962405
666.,1.5015015015015014
667.,1.4992503748125936
668.,1.4970059880239521
669.,1.4947683109118086
670.,1.492537313432836
671.,1.4903129657228018
672.,1.4880952380952381
673.,1.485884101040119
674.,1.4836795252225519
675.,1.4814814814814814
676.,1.4792899408284024
677.,1.4771048744460857
678.,1.4749262536873156
679.,1.4727540500736378
680.,1.4705882352941178
681.,1.4684287812041117
682.,1.466275659824047
683.,1.4641288433382138
684.,1.4619883040935673
685.,1.4598540145985401
686.,1.4577259475218658
687.,1.455604075691412
688.,1.4534883720930232
689.,1.4513788098693758
690.,1.4492753623188406
691.,1.447178002894356
692.,1.4450867052023122
693.,1.443001443001443
694.,1.440922190201729
695.,1.4388489208633093
696.,1.4367816091954022
697.,1.4347202295552368
698.,1.4326647564469914
699.,1.4306151645207439
700.,1.4285714285714286
701.,1.4265335235378032
702.,1.4245014245014245
703.,1.422475106685633
704.,1.4204545454545454
705.,1.4184397163120568
706.,1.4164305949008498
707.,1.4144271570014144
708.,1.4124293785310735
709.,1.4104372355430184
710.,1.408450704225352
711.,1.4064697609001406
712.,1.404494382022472
713.,1.402524544179523
714.,1.4005602240896358
715.,1.3986013986013985
716.,1.3966480446927374
717.,1.394700139470014
718.,1.392757660167131
719.,1.3908205841446453
720.,1.3888888888888888
721.,1.3869625520110958
722.,1.3850415512465375
723.,1.3831258644536653
724.,1.3812154696132597
725.,1.3793103448275863
726.,1.3774104683195592
727.,1.375515818431912
728.,1.3736263736263736
729.,1.3717421124828533
730.,1.36986301369863
731.,1.3679890560875514
732.,1.366120218579235
733.,1.364256480218281
734.,1.3623978201634876
735.,1.3605442176870748
736.,1.358695652173913
737.,1.3568521031207599
738.,1.3550135501355014
739.,1.3531799729364005
740.,1.3513513513513513
741.,1.349527665317139
742.,1.3477088948787062
743.,1.3458950201884252
744.,1.3440860215053763
745.,1.342281879194631
746.,1.3404825737265416
747.,1.3386880856760375
748.,1.3368983957219251
749.,1.335113484646195
750.,1.3333333333333333
751.,1.3315579227696406
752.,1.3297872340425532
753.,1.3280212483399734
754.,1.3262599469496021
755.,1.3245033112582782
756.,1.3227513227513228
757.,1.321003963011889
758.,1.3192612137203166
759.,1.3175230566534915
760.,1.3157894736842106
761.,1.314060446780552
762.,1.3123359580052494
763.,1.3106159895150722
764.,1.3089005235602094
765.,1.3071895424836601
766.,1.3054830287206267
767.,1.303780964797914
768.,1.3020833333333333
769.,1.3003901170351104
770.,1.2987012987012987
771.,1.297016861219196
772.,1.2953367875647668
773.,1.2936610608020698
774.,1.2919896640826873
775.,1.2903225806451613
776.,1.288659793814433
777.,1.287001287001287
778.,1.2853470437017995
779.,1.2836970474967908
780.,1.2820512820512822
781.,1.2804097311139564
782.,1.278772378516624
783.,1.277139208173691
784.,1.2755102040816326
785.,1.2738853503184713
786.,1.272264631043257
787.,1.2706480304955527
788.,1.2690355329949239
789.,1.267427122940431
790.,1.2658227848101267
791.,1.2642225031605563
792.,1.2626262626262625
793.,1.2610340479192939
794.,1.2594458438287153
795.,1.2578616352201257
796.,1.256281407035176
797.,1.2547051442910917
798.,1.2531328320802004
799.,1.2515644555694618
800.,1.25
801.,1.2484394506866416
802.,1.2468827930174564
803.,1.2453300124533002
804.,1.243781094527363
805.,1.2422360248447204
806.,1.2406947890818858
807.,1.2391573729863692
808.,1.2376237623762376
809.,1.2360939431396787
810.,1.2345679012345678
811.,1.2330456226880395
812.,1.2315270935960592
813.,1.2300123001230012
814.,1.2285012285012284
815.,1.2269938650306749
816.,1.2254901960784315
817.,1.2239902080783354
818.,1.2224938875305624
819.,1.221001221001221
820.,1.2195121951219512
821.,1.218026796589525
822.,1.2165450121654502
823.,1.2150668286755772
824.,1.2135922330097086
825.,1.2121212121212122
826.,1.2106537530266344
827.,1.2091898428053205
828.,1.2077294685990339
829.,1.2062726176115801
830.,1.2048192771084338
831.,1.203369434416366
832.,1.2019230769230769
833.,1.2004801920768307
834.,1.1990407673860912
835.,1.1976047904191616
836.,1.1961722488038278
837.,1.1947431302270013
838.,1.1933174224343674
839.,1.1918951132300357
840.,1.1904761904761905
841.,1.1890606420927468
842.,1.187648456057007
843.,1.1862396204033214
844.,1.1848341232227488
845.,1.183431952662722
846.,1.1820330969267139
847.,1.1806375442739079
848.,1.179245283018868
849.,1.1778563015312131
850.,1.1764705882352942
851.,1.1750881316098707
852.,1.1737089201877935
853.,1.1723329425556859
854.,1.17096018735363
855.,1.1695906432748537
856.,1.1682242990654206
857.,1.1668611435239207
858.,1.1655011655011656
859.,1.1641443538998837
860.,1.1627906976744187
861.,1.1614401858304297
862.,1.160092807424594
863.,1.1587485515643106
864.,1.1574074074074074
865.,1.1560693641618498
866.,1.1547344110854503
867.,1.1534025374855825
868.,1.152073732718894
869.,1.1507479861910241
870.,1.1494252873563218
871.,1.148105625717566
872.,1.146788990825688
873.,1.145475372279496
874.,1.1441647597254005
875.,1.1428571428571428
876.,1.1415525114155252
877.,1.1402508551881414
878.,1.1389521640091116
879.,1.1376564277588168
880.,1.1363636363636365
881.,1.1350737797956867
882.,1.1337868480725624
883.,1.1325028312570782
884.,1.1312217194570136
885.,1.1299435028248588
886.,1.1286681715575622
887.,1.1273957158962795
888.,1.1261261261261262
889.,1.124859392575928
890.,1.1235955056179776
891.,1.122334455667789
892.,1.1210762331838564
893.,1.1198208286674132
894.,1.1185682326621924
895.,1.1173184357541899
896.,1.1160714285714286
897.,1.1148272017837235
898.,1.1135857461024499
899.,1.1123470522803114
900.,1.1111111111111112
901.,1.1098779134295227
902.,1.1086474501108647
903.,1.1074197120708749
904.,1.1061946902654867
905.,1.1049723756906078
906.,1.1037527593818985
907.,1.1025358324145536
908.,1.1013215859030836
909.,1.1001100110011002
910.,1.098901098901099
911.,1.0976948408342482
912.,1.0964912280701755
913.,1.095290251916758
914.,1.0940919037199124
915.,1.092896174863388
916.,1.091703056768559
917.,1.0905125408942202
918.,1.0893246187363834
919.,1.088139281828074
920.,1.0869565217391304
921.,1.0857763300760044
922.,1.0845986984815619
923.,1.0834236186348862
924.,1.0822510822510822
925.,1.0810810810810811
926.,1.079913606911447
927.,1.0787486515641855
928.,1.0775862068965518
929.,1.0764262648008611
930.,1.075268817204301
931.,1.0741138560687433
932.,1.0729613733905579
933.,1.0718113612004287
934.,1.0706638115631693
935.,1.0695187165775402
936.,1.0683760683760684
937.,1.0672358591248665
938.,1.0660980810234542
939.,1.0649627263045793
940.,1.0638297872340425
941.,1.0626992561105206
942.,1.0615711252653928
943.,1.0604453870625663
944.,1.0593220338983051
945.,1.0582010582010581
946.,1.0570824524312896
947.,1.0559662090813093
948.,1.0548523206751055
949.,1.053740779768177
950.,1.0526315789473684
951.,1.0515247108307044
952.,1.050420168067227
953.,1.0493179433368311
954.,1.0482180293501049
955.,1.0471204188481675
956.,1.0460251046025104
957.,1.044932079414838
958.,1.0438413361169103
959.,1.0427528675703859
960.,1.0416666666666667
961.,1.0405827263267429
962.,1.0395010395010396
963.,1.0384215991692627
964.,1.037344398340249
965.,1.0362694300518134
966.,1.0351966873706004
967.,1.0341261633919339
968.,1.0330578512396693
969.,1.0319917440660475
970.,1.0309278350515463
971.,1.0298661174047374
972.,1.02880658436214
973.,1.027749229188078
974.,1.0266940451745379
975.,1.0256410256410255
976.,1.0245901639344261
977.,1.0235414534288638
978.,1.0224948875255624
979.,1.0214504596527068
980.,1.0204081632653061
981.,1.019367991845056
982.,1.0183299389002036
983.,1.017293997965412
984.,1.016260162601626
985.,1.015228426395939
986.,1.0141987829614605
987.,1.0131712259371835
988.,1.0121457489878543
989.,1.0111223458038423
990.,1.0101010101010102
991.,1.0090817356205852
992.,1.0080645161290323
993.,1.0070493454179255
994.,1.0060362173038229
995.,1.0050251256281406
996.,1.0040160642570282
997.,1.0030090270812437
998.,1.002004008016032
999.,1.001001001001001
1000.,1.
1001.,0.999000999000999
1002.,0.998003992015968
1003.,0.9970089730807578
1004.,0.9960159362549801
1005.,0.9950248756218906
1006.,0.9940357852882704
1007.,0.9930486593843099
1008.,0.9920634920634921
1009.,0.9910802775024777
1010.,0.9900990099009901
1011.,0.9891196834817013
1012.,0.9881422924901185
1013.,0.9871668311944719
1014.,0.9861932938856016
1015.,0.9852216748768473
1016.,0.984251968503937
1017.,0.983284169124877
1018.,0.9823182711198428
1019.,0.9813542688910697
1020.,0.9803921568627451
1021.,0.9794319294809011
1022.,0.9784735812133072
1023.,0.9775171065493646
1024.,0.9765625
1025.,0.975609756097561
1026.,0.9746588693957114
1027.,0.9737098344693281
1028.,0.9727626459143969
1029.,0.9718172983479106
1030.,0.970873786407767
1031.,0.9699321047526673
1032.,0.9689922480620154
1033.,0.968054211035818
1034.,0.9671179883945842
1035.,0.966183574879227
1036.,0.9652509652509652
1037.,0.9643201542912246
1038.,0.9633911368015414
1039.,0.9624639076034649
1040.,0.9615384615384616
1041.,0.9606147934678194
1042.,0.9596928982725528
1043.,0.9587727708533078
1044.,0.9578544061302682
1045.,0.9569377990430622
1046.,0.9560229445506692
1047.,0.9551098376313276
1048.,0.9541984732824428
1049.,0.9532888465204957
1050.,0.9523809523809523
1051.,0.9514747859181731
1052.,0.9505703422053232
1053.,0.949667616334283
1054.,0.9487666034155597
1055.,0.9478672985781991
1056.,0.946969696969697
1057.,0.9460737937559129
1058.,0.945179584120983
1059.,0.9442870632672332
1060.,0.9433962264150944
1061.,0.942507068803016
1062.,0.9416195856873822
1063.,0.940733772342427
1064.,0.9398496240601504
1065.,0.9389671361502347
1066.,0.9380863039399625
1067.,0.9372071227741331
1068.,0.9363295880149812
1069.,0.9354536950420954
1070.,0.9345794392523364
1071.,0.9337068160597572
1072.,0.9328358208955224
1073.,0.9319664492078286
1074.,0.931098696461825
1075.,0.9302325581395349
1076.,0.929368029739777
1077.,0.9285051067780873
1078.,0.9276437847866419
1079.,0.9267840593141798
1080.,0.9259259259259259
1081.,0.9250693802035153
1082.,0.9242144177449169
1083.,0.9233610341643582
1084.,0.922509225092251
1085.,0.9216589861751152
1086.,0.9208103130755064
1087.,0.9199632014719411
1088.,0.9191176470588235
1089.,0.9182736455463728
1090.,0.9174311926605505
1091.,0.916590284142988
1092.,0.9157509157509157
1093.,0.9149130832570905
1094.,0.9140767824497258
1095.,0.91324200913242
1096.,0.9124087591240876
1097.,0.9115770282588879
1098.,0.9107468123861566
1099.,0.9099181073703366
1100.,0.9090909090909091
1101.,0.9082652134423251
1102.,0.9074410163339383
1103.,0.9066183136899365
1104.,0.9057971014492754
1105.,0.9049773755656109
1106.,0.9041591320072333
1107.,0.9033423667570009
1108.,0.9025270758122743
1109.,0.9017132551848512
1110.,0.9009009009009009
1111.,0.9000900090009001
1112.,0.8992805755395683
1113.,0.8984725965858041
1114.,0.8976660682226212
1115.,0.8968609865470852
1116.,0.8960573476702509
1117.,0.8952551477170994
1118.,0.8944543828264758
1119.,0.8936550491510277
1120.,0.8928571428571429
1121.,0.8920606601248885
1122.,0.8912655971479501
1123.,0.8904719501335708
1124.,0.8896797153024911
1125.,0.8888888888888888
1126.,0.8880994671403197
1127.,0.8873114463176575
1128.,0.8865248226950354
1129.,0.8857395925597874
1130.,0.8849557522123894
1131.,0.8841732979664014
1132.,0.8833922261484098
1133.,0.8826125330979699
1134.,0.8818342151675485
1135.,0.8810572687224669
1136.,0.8802816901408451
1137.,0.8795074758135444
1138.,0.8787346221441125
1139.,0.8779631255487269
1140.,0.8771929824561403
1141.,0.8764241893076249
1142.,0.8756567425569177
1143.,0.8748906386701663
1144.,0.8741258741258742
1145.,0.8733624454148472
1146.,0.8726003490401396
1147.,0.8718395815170009
1148.,0.8710801393728222
1149.,0.8703220191470844
1150.,0.8695652173913043
1151.,0.8688097306689835
1152.,0.8680555555555556
1153.,0.8673026886383348
1154.,0.8665511265164645
1155.,0.8658008658008658
1156.,0.8650519031141869
1157.,0.8643042350907519
1158.,0.8635578583765112
1159.,0.8628127696289906
1160.,0.8620689655172413
1161.,0.8613264427217916
1162.,0.8605851979345955
1163.,0.8598452278589854
1164.,0.8591065292096219
1165.,0.8583690987124464
1166.,0.8576329331046312
1167.,0.856898029134533
1168.,0.8561643835616438
1169.,0.8554319931565441
1170.,0.8547008547008547
1171.,0.8539709649871904
1172.,0.8532423208191127
1173.,0.8525149190110827
1174.,0.8517887563884157
1175.,0.851063829787234
1176.,0.8503401360544217
1177.,0.8496176720475785
1178.,0.8488964346349746
1179.,0.8481764206955047
1180.,0.847457627118644
1181.,0.8467400508044031
1182.,0.8460236886632826
1183.,0.8453085376162299
1184.,0.8445945945945946
1185.,0.8438818565400844
1186.,0.8431703204047217
1187.,0.8424599831508003
1188.,0.8417508417508418
1189.,0.8410428931875525
1190.,0.8403361344537815
1191.,0.8396305625524769
1192.,0.8389261744966443
1193.,0.8382229673093042
1194.,0.8375209380234506
1195.,0.8368200836820083
1196.,0.8361204013377926
1197.,0.835421888053467
1198.,0.8347245409015025
1199.,0.8340283569641368
